-0.034421943	-0.03777051	-0.18672796	-0.34468746	-0.04220004	-0.23551816	0.085330546	0.27351108	0.119416356	-0.2342535	0.36855644	0.42489648	0.063711815	0.35510463	-0.16388477	-0.17114855
0.31929618	-0.48014656	-0.30556804	-0.035738334	-0.43930307	-0.52642804	0.56576794	0.23527883	-0.25084916	-0.075838774	0.24210405	0.6982792	0.14731579	-0.08977305	-0.39833003	-0.5677663
-0.11077042	0.065853775	-0.59900594	-0.233633	-0.019635864	0.19852242	-0.47218657	0.10845958	0.41878688	-0.042570572	0.6177347	0.20103998	-0.09787215	0.22393125	0.03986427	-0.3603916
-0.107913814	0.10864636	-0.25889632	-0.381944	0.08484299	-0.03761002	-0.17662503	0.096780986	0.069741406	-0.1301163	0.23509565	0.19587898	0.17014791	0.43342063	-0.1276973	0.014703327
-0.15981089	0.12514243	-0.06759244	-0.15779243	0.17952426	-0.07480249	0.024599629	0.2707664	-0.019249853	-0.07290933	0.19612679	0.21692769	0.07149196	0.25517893	-0.15869	0.13630365
-0.21133381	0.36716056	-0.76957643	-0.017102623	0.06930835	0.5951927	-0.9145785	-0.14596246	0.8265872	0.15741849	0.80827665	-0.4226652	-0.43732116	0.37461165	0.4276087	-0.3647577
0.08918188	-0.18719444	-0.14229716	-0.3669235	-0.17286512	-0.18924372	0.26524395	0.045475934	-0.047896974	-0.12864172	0.3314643	0.2883115	0.08334449	0.1986534	-0.22448942	-0.17960769
0.0019177847	-0.046991512	-0.07184295	-0.11452907	-0.21674061	-0.2776348	-0.060533304	0.0764433	0.19662054	-0.28033197	0.38345787	0.30027062	-0.07080691	0.16829878	0.027272945	-0.2873184
-0.4692633	0.5568932	0.15213484	-0.25734556	0.389826	0.41062197	-0.7191719	0.35995334	0.68502235	-0.1664912	0.68480074	-0.46672973	-0.5913362	0.38845885	0.43694696	0.15617022
0.15566005	-0.13552412	-0.46728024	-0.0820017	-0.2882955	-0.10740893	-0.3061452	-0.056510784	0.23342688	-0.13396841	0.31370103	0.24577668	0.046182662	0.13817494	0.1012093	-0.3490958
0.45447975	-0.40173912	-0.13021968	0.18108162	-0.37025914	-0.6596528	-0.080201514	-0.34132284	0.2635907	-0.6081641	0.20933689	0.40552	0.14459293	0.15381174	0.42047188	-0.43009207
-0.14369257	0.3487168	0.7782423	0.06518867	-0.030081352	-0.63492537	0.03797261	0.42759615	0.41388214	-0.7070608	0.5933384	0.10431674	-0.5442688	-0.1478203	0.33286628	-0.21008897
-0.3758298	0.40429837	0.5615097	-0.33243075	0.47594395	0.009386873	-0.06727527	0.44544077	0.037399717	-0.258757	0.01402999	-0.05273818	-0.067961015	0.45793805	-0.07724427	0.48862645
0.056079477	-0.1701998	-0.1957143	-0.33292726	-0.09410312	-0.07499611	0.3896332	0.2895853	-0.25250635	0.1682605	0.23172474	0.41626793	0.095887735	0.13732572	-0.45072836	-0.21579878
-0.010006265	-0.2759147	-0.25126925	-0.20136848	0.0049375654	-0.12333167	0.7368907	0.42578396	-0.51036364	0.3675647	-0.32186234	0.72281766	0.44599107	0.0385939	-0.49682173	0.029619208
0.19074978	-0.29050347	0.2893624	0.02896516	-0.2883405	-0.5016294	0.6471469	0.40650553	-0.26996043	0.012351967	0.14215003	0.65016234	0.032314006	-0.3172247	-0.41496587	-0.3739233
-0.29187202	0.08396116	0.29793468	-0.15764004	0.07899609	-0.11864105	0.6074106	0.66994536	-0.32698864	0.21252672	0.029666843	0.4703376	0.018285004	-0.0890653	-0.46234834	-0.09631276
-0.11937658	-0.043845914	-0.3714899	-0.43534368	0.090960905	0.049777478	0.35031444	0.28590697	-0.2909942	0.23628786	0.043907605	0.33262482	0.25223875	0.26824754	-0.48146364	0.06263651
0.050142907	-0.23439567	-1.4083432	-0.42205784	-0.112356044	0.76028645	-1.0162843	-0.48396882	0.15735036	0.6979861	0.324769	-0.04426667	0.5868722	0.8381258	-0.10968352	-0.22950435
-0.10897536	4.982129e-05	0.081858106	-0.34091774	0.23213279	-0.34671727	-0.00817591	-0.038229004	0.038618278	-0.486205	-0.105704546	0.14723329	0.31955093	0.6112402	0.09632193	0.44416538
0.015617839	-0.059164163	-0.07235614	-0.23691908	0.04550606	-0.32358897	-0.20527764	-0.08237253	0.17882256	-0.51425636	0.03550347	0.21073802	0.24093898	0.4384822	0.22895263	0.13670072
-0.072883144	0.25972468	-0.10922063	0.15776256	-0.20021623	0.2648551	-0.3330754	0.17545232	0.4550916	0.1261607	0.7947103	-0.083640784	-0.530836	-0.20762269	0.088901944	-0.5681589
0.13654608	-0.009876366	0.7791178	0.1807306	-0.2690534	-0.4654904	0.57178783	0.6540675	0.06431158	-0.18669817	0.42206854	0.32174993	-0.47346124	-0.32866377	-0.18272111	-0.38894862
0.3636955	-0.3083763	-0.6375736	0.2367256	-0.51079625	-0.22820732	-0.10062411	-0.21824518	0.3108936	-0.099626735	0.47825378	0.4736487	0.104175	-0.081779875	0.06756613	-0.61461055
0.088584736	-0.06496876	-0.567196	-0.015336211	-0.2351439	0.1566085	0.03404873	0.083469175	-0.0016608034	0.26600376	0.45240587	0.3263972	0.07269373	-0.09933576	-0.26372775	-0.45655537
-0.33055943	0.41957715	0.56920993	-0.13526957	0.2491638	-0.05725282	-0.39259735	0.2110801	0.531528	-0.49465317	0.54172564	-0.23941949	-0.46458143	0.25504544	0.39897278	0.065130524
-0.45850843	0.44141987	0.29557717	-0.4111861	0.42949614	0.15319999	0.028564375	0.4853906	0.050176613	-0.0399507	0.17249914	-0.06696989	-0.07071774	0.42409363	-0.032363307	0.3837244
0.6097959	-0.09305822	1.1632069	0.87148136	-0.78262514	-1.0021968	1.0088812	1.0068423	0.34808537	-0.31054392	0.9413292	0.6900282	-1.0266526	-1.0169624	-0.15309776	-0.85769683
0.2318785	-0.2720463	-0.5763884	0.10989736	-0.27200583	-0.106312685	0.008035178	-0.15174001	-0.101426035	-0.03714555	0.26273492	0.44477466	0.2133208	0.050227422	-0.10255815	-0.3735181
0.1577179	-0.23647879	-0.32819885	-0.12955001	-0.15371685	-0.15970723	0.14596215	0.023658115	-0.13763063	0.01922673	0.16399364	0.4333182	0.19480099	0.1333567	-0.22281691	-0.22859553
-0.34711885	0.4115666	0.69745827	-0.22251476	0.3789448	-0.19976676	0.10848765	0.46633178	0.12277664	-0.30414593	0.14073491	-0.010673721	-0.23915005	0.18827145	0.037370138	0.2743261
